Name,Manufacturer,Year,Model,Type,Rarity,Rarity,Country,Country,Value,PI,PI,Speed,Handling,Acceleration,Launch,Braking,Offroad
Lotus 340R,Lotus,2000,340R,Track Toys,2,Rare,GB,,"250,000 CR",B,700,4.7,7,5.5,4.8,6.8,5.1
Lotus Esprit,Lotus,2002,Esprit V8,Retro Supercars,2,Rare,GB,,"250,000 CR",A,731,6.8,5.5,6,3.5,4.8,5.5
Lotus 2-Eleven,Lotus,2009,2-Eleven,Track Toys,3,Epic,GB,,"250,000 CR",A,799,5.9,6.8,6.9,6.8,6.6,5.2
Lotus Exige S,Lotus,2012,Exige S,Modern Sports Cars,2,Rare,GB,,"85,000 CR",A,754,6.4,6.3,6.5,6.2,5.4,4.8
Lotus 3-Eleven,Lotus,2016,3-Eleven,Track Toys,3,Epic,GB,,"150,000 CR",S1,839,6.5,7.7,7.5,7.8,7.1,4.6
Lotus Evija '20,Lotus,2020,Evija,Hypercars,4,Legendary,GB,,"2,500,000 CR",S2,994,7.6,7.9,7.6,8.5,10,3.9
Lotus Emira,Lotus,2023,Emira,Modern Sports Cars,2,Rare,GB,,"95,000 CR",A,767,6.4,6.7,6.3,5.1,5.6,5.2
Lucid Air,Lucid,2023,Air Sapphire,Super Saloons,2,Rare,US,,"250,000 CR",S1,884,7.2,5.4,9.1,10,6.2,4.9
#100 Lynk&Co 03,Lynk & Co,2020,#100 Cyan Racing 03,Track Toys,2,Rare,CN,,"250,000 CR",A,800,5.5,7.4,5,2,8.4,4.7
Lynk & Co 03+,Lynk & Co,2021,03+,Super Saloons,2,Rare,CN,,"250,000 CR",B,679,6,6.3,3.7,6.8,4.2,5.4
Lynk & Co 02 HB,Lynk & Co,2022,02 Hatchback,Hot Hatch,2,Rare,CN,,"250,000 CR",B,637,5.6,4.6,3.7,4.6,4,5.4
Lynk & Co 05+,Lynk & Co,2022,05+,Sports Utility Heroes,2,Rare,CN,,"42,000 CR",B,622,6,4.9,4.3,5.7,4.1,6.3
Maserati 8CTF,Maserati,1939,8CTF,Vintage Racers,4,Legendary,IT,,"10,000,000 CR",B,657,6.7,3.9,3.8,3.2,2.9,4
MC12 Corsa '08,Maserati,2008,MC12 Versione Corsa,Extreme Track Toys,4,Legendary,IT,,"2,500,000 CR",S2,961,7.6,10,8.1,8.8,10,3.9
Maserati GTS FE,Maserati,2010,Gran Turismo S Forza Edition,Track Toys,5,Forza Edition,IT,,"500,000 CR",S1,900,7.9,8.9,6.7,7.3,9.6,3.8
Maserati GT-S,Maserati,2010,Gran Turismo S,GT Cars,3,Epic,IT,,"156,000 CR",A,702,6.9,6,5.4,4.8,4.5,5
Maserati Levante,Maserati,2017,Levante S,Sports Utility Heroes,1,Common,IT,,"85,000 CR",B,696,6.6,5,5.1,2.4,4.3,6.4
Mazda RX-7 '90,Mazda,1990,Savanna RX-7,Retro Sports Cars,3,Epic,JP,,"25,000 CR",C,558,5.7,4.9,4.3,3.3,3.1,5.1
Mazda 323 GT-R,Mazda,1992,323 GT-R,Retro Rally,1,Common,JP,,"25,000 CR",C,589,5.2,5.2,5,2.9,3.2,5.6
Mazda MX-5 '94,Mazda,1994,MX-5 Miata,Retro Sports Cars,1,Common,JP,,"25,000 CR",D,445,4.5,4.5,3.4,2.3,2.5,4.9
Mazda RX-7 '97,Mazda,1997,RX-7,Retro Sports Cars,1,Common,JP,,"35,000 CR",B,645,6.6,5.5,4.8,3,3.3,5
RX-7 Spirit R,Mazda,2002,RX-7 Spirit R Type-A,Retro Sports Cars,2,Rare,JP,,"30,000 CR",B,687,6.5,5.7,5,3.5,4.1,5
Mazda MX-5 '05,Mazda,2005,Mazdaspeed MX-5,Retro Sports Cars,1,Common,JP,,"25,000 CR",C,587,5.1,5.5,3.4,3.8,3.5,4.6
Mazda RX-8,Mazda,2011,RX-8 R3,Modern Sports Cars,2,Rare,JP,,"27,000 CR",B,624,5.8,5.5,4.6,3.8,3.7,5.1
Mazda MX-5 '13,Mazda,2013,MX-5,Modern Sports Cars,1,Common,JP,,"26,000 CR",C,549,4.8,5.4,3.9,3.4,3.4,5.1
Mazda MX-5 '16,Mazda,2016,MX-5,Modern Sports Cars,1,Common,JP,,"35,000 CR",B,620,5.4,5.6,4.6,4.7,3.7,5.1
McLaren F1,McLaren,1993,F1,Retro Supercars,4,Legendary,GB,,"15,000,000 CR",S1,817,8.8,6.6,6.3,5.8,5.4,4.5
McLaren F1 GT,McLaren,1997,F1 GT,Retro Supercars,4,Legendary,GB,,"15,000,000 CR",S1,866,8.4,8.2,6.2,5.8,7,4.3
McLaren 12C,McLaren,2011,12C Coupé,Modern Supercars,3,Epic,GB,,"250,000 CR",S1,832,7.6,6.1,6.4,6.9,6.3,5.1
McLaren P1,McLaren,2013,P1,Hypercars,4,Legendary,GB,,"1,350,000 CR",S2,928,9.1,8.4,6.9,7.5,9.5,4.3
650S Spider,McLaren,2014,650S Spider,Modern Supercars,3,Epic,GB,,"420,000 CR",S1,856,7.4,7,6.8,4.8,8,4.6
McLaren 570S,McLaren,2015,570S Coupé,Modern Supercars,3,Epic,GB,,"224,000 CR",S1,824,7.3,6.9,6.3,4.4,7.1,4.4
McLaren 650S,McLaren,2015,650S Coupé,Modern Supercars,3,Epic,GB,,"420,000 CR",S1,859,7.6,7.2,6.8,4.8,7.5,4.6
McLaren Senna,McLaren,2018,Senna,Hypercars,4,Legendary,GB,,"1,000,000 CR",S2,934,8,9.3,7.2,7.8,10,4.2
McLaren 600LT,McLaren,2018,600LT Coupé,Track Toys,3,Epic,GB,,"260,000 CR",S1,868,7.4,7.7,6.7,5.3,7.8,4.3
McLaren 720S,McLaren,2018,720S Coupé,Modern Supercars,3,Epic,GB,,"340,000 CR",S1,899,8.4,7.7,6.9,7.6,8.8,4.5
Speedtail '19,McLaren,2019,Speedtail,Hypercars,4,Legendary,GB,,"2,250,000 CR",S2,910,9.6,7.4,6.8,7.4,7.4,3.7
720S Spider,McLaren,2019,720S Spider,Modern Supercars,3,Epic,GB,,"340,000 CR",S1,887,7.5,7.4,6.9,7.5,8.9,4.4
McLaren GT,McLaren,2020,GT,Super GT,1,Common,GB,,"210,000 CR",S1,823,7.4,6.5,6.6,4.3,5.3,4.6
McLaren 620R,McLaren,2021,620R,Track Toys,3,Epic,GB,,"400,000 CR",S1,864,7.2,7.7,6.7,4.4,7.8,4.2
McLaren 765LT,McLaren,2021,765LT Coupe,Track Toys,3,Epic,GB,,"400,000 CR",S2,913,8.1,8.2,7.1,7.7,9.4,4.4
McL. Sabre '21,McLaren,2021,Sabre,Hypercars,3,Epic,GB,,"4,000,000 CR",S1,887,8.1,7.2,6.9,4.1,8.6,4.7
McL. Artura '23,McLaren,2023,Artura,Modern Supercars,3,Epic,GB,,"285,000 CR",S1,860,8.1,6.4,6.7,7.3,7.3,4.9
M-B AMG GT,Mercedes-AMG,2015,GT S,Super GT,2,Rare,DE,,"250,000 CR",A,797,7,6.7,6.2,6.6,7,4.8
M-B AMG C 63 '16,Mercedes-AMG,2016,C 63 S Coupé,Super Saloons,2,Rare,DE,,"90,000 CR",A,755,7,5.9,5.2,5.5,5.6,4.6
M-B AMG GTR,Mercedes-AMG,2017,GT R,Super GT,3,Epic,DE,,"295,000 CR",S1,837,7.5,7,6.4,7,7.2,4.5
Mercedes-AMG E63,Mercedes-AMG,2018,E 63 S,Super Saloons,3,Epic,DE,,"135,000 CR",A,778,7.6,6,8.7,9.7,4.8,5.1
M-B GT 4 '18,Mercedes-AMG,2018,GT 4-Door Coupé,Super Saloons,3,Epic,DE,,"175,000 CR",A,768,8,5.8,8.4,9.4,4.5,5.2
M-AMG GT3,Mercedes-AMG,2018,GT3,Extreme Track Toys,2,Rare,DE,,"305,000 CR",S1,890,6.7,8.1,5.6,4.8,8.7,4.6
Mercedes-AMG ONE,Mercedes-AMG,2021,Mercedes-AMG ONE,Hypercars,4,Legendary,DE,,"2,700,000 CR",S2,927,7.7,8.9,7.5,3.2,10,4.7
AMG GT Black,Mercedes-AMG,2021,GT Black Series,Track Toys,3,Epic,DE,,"325,000 CR",S1,884,7.4,7.4,6.5,6.2,8.7,4.8
M-AMG SL 63 '21,Mercedes-AMG,2021,SL 63,Super Saloons,2,Rare,DE,,"250,000 CR",A,789,7.4,5.5,8.7,9.8,4.8,5.3
M-B SSK,Mercedes-Benz,1929,SSK,Rare Classics,4,Legendary,DE,,"7,500,000 CR",D,256,4.1,3.6,3,1.8,1.9,5.5
M-B W154,Mercedes-Benz,1939,W154,Vintage Racers,4,Legendary,DE,,"20,000,000 CR",B,672,7.9,3.8,4.1,3.3,2.8,4.2
M-B 300SL,Mercedes-Benz,1954,300 SL Coupé,Rare Classics,4,Legendary,DE,,"1,200,000 CR",D,498,5.1,4.2,3.6,2.3,2.4,5.6
M-B 300 SLR,Mercedes-Benz,1955,300 SLR,Classic Racers,4,Legendary,DE,,"143,000,000 CR",A,714,6.9,4.5,5,3.9,3.1,4.9
M-B 280 SL,Mercedes-Benz,1967,280 SL,Rare Classics,2,Rare,DE,,"250,000 CR",D,478,4.7,4,2.9,4,2.8,6
AMG Hammer Wagon,Mercedes-Benz,1987,AMG Hammer Wagon,Retro Saloons,4,Legendary,DE,,"200,000 CR",B,675,7,4.9,4.3,3.1,3.6,5.4
AMG Hammer Coupe,Mercedes-Benz,1987,AMG Hammer Coupe,Retro Saloons,1,Common,DE,,"165,000 CR",B,681,7.2,5.5,4.2,3,3.8,4.7
M-B 190E,Mercedes-Benz,1990,190E 2.5-16 Evolution II,Retro Saloons,2,Rare,DE,,"150,000 CR",C,579,6.2,4.9,4,3.6,2.9,4.4
M-B 500 E,Mercedes-Benz,1992,500 E,Retro Saloons,2,Rare,DE,,"250,000 CR",B,616,6.2,4.8,4.4,3.4,3.4,5.5
M-B CLK-GTR FE,Mercedes-Benz,1998,AMG CLK GTR Forza Edition,Retro Supercars,5,Forza Edition,DE,,"2,250,000 CR",S2,998,7.8,10,8.2,9,10,3.7
M-B CLK-GTR,Mercedes-Benz,1998,AMG CLK GTR,Extreme Track Toys,4,Legendary,DE,,"2,000,000 CR",S1,829,7.5,7.6,6.1,5.1,6.5,4.2
M-B SL65,Mercedes-Benz,2009,SL 65 AMG Black Series,Super GT,3,Epic,DE,,"300,000 CR",A,800,7.9,5.6,5.3,4.8,5.2,4.9
M-B SLS AMG,Mercedes-Benz,2011,SLS AMG,Super GT,3,Epic,DE,,"200,000 CR",S1,804,7.6,6.5,5.8,6.2,6.4,4.4
M-B C63,Mercedes-Benz,2012,C 63 AMG Coupé Black Series,Super Saloons,2,Rare,DE,,"150,000 CR",A,768,7.6,6.1,5.1,5.3,4.9,4.6
M-B SLK,Mercedes-Benz,2012,SLK 55 AMG,Modern Sports Cars,2,Rare,DE,,"78,000 CR",A,740,7.3,5.9,5.4,5.7,4.5,4.8
M-B A45,Mercedes-Benz,2013,A 45 AMG,Super Hot Hatch,2,Rare,DE,,"65,000 CR",A,707,6.7,6.2,6.6,4.5,4.4,5.1
M-B E63,Mercedes-Benz,2013,E 63 AMG,Super Saloons,2,Rare,DE,,"105,000 CR",A,751,7.7,6,7,7.8,4.5,5.2
M-B G 65,Mercedes-Benz,2013,G 65 AMG,Pickups & 4x4s,2,Rare,DE,,"350,000 CR",B,639,5.9,3.2,6.6,8,3.2,8
M-B G 63 6x6,Mercedes-Benz,2014,G 63 AMG 6x6,Pickups & 4x4s,3,Epic,DE,,"525,000 CR",B,606,5.6,3.6,4,6.6,4.1,9.3
M-B Unimog,Mercedes-Benz,2014,Unimog U5023,Trucks,2,Rare,DE,,"100,000 CR",D,103,2.8,3.3,1.3,3,2.7,8.7
#24 M-B Truck FE,Mercedes-Benz,2015,#24 Tankpool24 Racing Truck Forza Edition,Unlimited Offroad,5,Forza Edition,DE,,"750,000 CR",A,800,6.1,3.3,8.8,10,5.3,9.7
#24 M-B Truck,Mercedes-Benz,2015,#24 Tankpool24 Racing Truck,Trucks,3,Epic,DE,,"500,000 CR",A,702,5.1,5.6,5.4,5.8,5,5
M-B X-Class,Mercedes-Benz,2018,X-Class,Pickups & 4x4s,1,Common,DE,,"65,000 CR",D,368,4.2,3.2,2.4,4.2,2.8,7.8
Mercury Cyclone,Mercury,1970,Cyclone Spoiler,Classic Muscle,2,Rare,US,,"35,000 CR",D,491,5.8,3.6,3.1,2.8,2.2,4.9
Meyers Manx FE,Meyers,1971,Manx Forza Edition,Track Toys,5,Forza Edition,US,,"500,000 CR",A,800,5.2,6.8,8.2,9.3,7.7,3.8
Meyers Manx,Meyers,1971,Manx,Cult Classics,3,Epic,US,,"35,000 CR",D,291,3.1,4.3,2.9,5.3,2.6,5.9
Meyers Manx 2.0,Meyers,2023,Manx 2.0 EV,Buggies,3,Epic,US,,"250,000 CR",B,649,4.5,4.3,6,6.6,3.6,6.3
MG Metro 6R4,MG,1986,Metro 6R4,Rally Monsters,4,Legendary,GB,,"125,000 CR",S1,811,4.6,5.9,8.8,8.2,5.8,7.5
MG SV-R '05,MG,2005,XPower SV-R,Retro Sports Cars,2,Rare,GB,,"50,000 CR",B,694,6.3,5.6,4.7,4.2,4.5,5.1
MG MG3,MG,2015,MG3,Hot Hatch,2,Rare,GB,,"250,000 CR",D,444,4,5,2.8,2.2,3.4,5.4
#20 MG MG6,MG,2020,#20 MG6 XPower,Track Toys,2,Rare,GB,,"250,000 CR",A,800,5.4,7.6,4.8,2,7.9,4.7
MG6 XPower,MG,2021,MG6 XPower,Super Saloons,2,Rare,GB,,"250,000 CR",A,716,6.1,5.8,4.5,4.6,4.8,5
MG Cyberster,MG,2023,Cyberster,GT Cars,2,Rare,GB,,"90,000 CR",A,767,6,5.4,5.6,6,4.1,5.3
MG MG7,MG,2023,MG7,Super Saloons,2,Rare,GB,,"250,000 CR",B,636,6.2,4.7,4.2,4.2,3.7,5.5
MINI '65 FE,MINI,1965,Cooper S Forza Edition,Super Hot Hatch,5,Forza Edition,GB,,"500,000 CR",A,800,5.6,6.9,7.9,9.2,5,4.6
MINI '65,MINI,1965,Cooper S,Classic Rally,2,Rare,GB,,"30,000 CR",D,281,3.6,3.2,2.6,2.7,2,4.1
MINI JCW '09,MINI,2009,John Cooper Works,Hot Hatch,1,Common,GB,,"25,000 CR",C,598,5.4,5,4.1,4.1,3.8,4.7
MINI JCW '12,MINI,2012,John Cooper Works GP,Hot Hatch,2,Rare,GB,,"38,000 CR",B,628,5.4,4.9,4.2,4.3,3.7,4.6
MINI X-Raid,MINI,2013,X-Raid All4 Racing Countryman,Offroad,3,Epic,GB,,"250,000 CR",B,632,3.3,4.7,5.2,8.4,4.1,8.1
MINI JCW Buggy,MINI,2018,X-Raid John Cooper Works Buggy,Offroad,3,Epic,GB,,"250,000 CR",B,632,4.5,3.7,4.9,6.6,4.9,10
MINI Countryman,MINI,2018,John Cooper Works Countryman All4,Sports Utility Heroes,1,Common,GB,,"38,500 CR",C,537,5.1,5,3.8,5.3,3,5.7
MINI JCW GP '21,MINI,2021,John Cooper Works GP,Super Hot Hatch,2,Rare,GB,,"42,000 CR",A,719,5.9,5.9,4.7,4.9,4.6,4.5
Starion ESI-R,Mitsubishi,1988,Starion ESI-R,Retro Sports Cars,2,Rare,JP,,"20,000 CR",C,549,5.2,5,4.2,3.5,2.9,5.3
Galant VR-4,Mitsubishi,1992,Galant VR-4,Retro Rally,2,Rare,JP,,"250,000 CR",C,540,5.4,4.7,4.6,3.1,2.8,5.4
Eclipse GSX,Mitsubishi,1995,Eclipse GSX,Retro Sports Cars,1,Common,JP,,"25,000 CR",C,543,5.9,4.8,3.9,3.2,2.8,5.4
Mitsubishi GTO,Mitsubishi,1997,GTO,Retro Sports Cars,1,Common,JP,,"20,000 CR",B,610,6.1,5.1,4.5,3.6,3.4,5.5
Lancer GSR '99,Mitsubishi,1999,Lancer Evolution VI GSR,Retro Rally,2,Rare,JP,,"28,000 CR",B,659,5.6,5.3,5.6,3.8,3.7,5.5
Lancer MR '04,Mitsubishi,2004,Lancer Evolution VIII MR,Modern Rally,2,Rare,JP,,"31,000 CR",B,664,6.2,5.4,5.7,3.1,3.6,5.7
#1 Evolution TA,Mitsubishi,2005,#1 Sierra Sierra Enterprises Lancer Evolution Time Attack,Extreme Track Toys,4,Legendary,JP,,"300,000 CR",S2,967,6.5,8.5,10,3,9.6,4.9
Lancer MR '06,Mitsubishi,2006,Lancer Evolution IX MR,Modern Rally,2,Rare,JP,,"27,000 CR",B,632,5.9,5.4,4.7,2.4,3.6,5.6
Lancer GSR '08,Mitsubishi,2008,Lancer Evolution X GSR,Modern Rally,2,Rare,JP,,"43,000 CR",B,649,5.7,5.5,5.1,2.9,3.7,5.7
Lancer GSR WP,Mitsubishi,2008,"Lancer Evolution X GSR ""Welcome Pack""",Modern Rally,1,Common,JP,,"43,000 CR",A,800,7.1,5.8,9.2,4.6,4.1,8.1
Morgan 3 Wheeler,Morgan,2014,3 Wheeler,Cult Classics,1,Common,GB,,"50,000 CR",D,488,4,3.2,3.3,3.2,2.9,4.2
Morgan Aero GT,Morgan,2019,Aero GT,Track Toys,2,Rare,GB,,"150,000 CR",A,784,6.6,7,5.9,6.3,5.3,4.8
Morris Minor FE,Morris,1953,Minor 1000 Forza Edition,Track Toys,5,Forza Edition,GB,,"500,000 CR",A,800,4.9,6.4,5.9,6.3,6.4,2.9
Morris Minor,Morris,1953,Minor 1000,Cult Classics,1,Common,GB,,"20,000 CR",D,100,2.7,4,1.6,2.1,1.9,5.6
Morris Traveler,Morris,1953,Minor Series II Traveler,Vans & Utility,1,Common,GB,,"250,000 CR",D,100,2.2,3.8,1.2,2,2,6.4
Morris Traveller,Morris,1965,Mini-Traveller,Vans & Utility,1,Common,GB,,"250,000 CR",D,100,2.4,3.5,1.5,2,2,5
Mosler MT900 GT3,Mosler,2006,MT900 GT3,Extreme Track Toys,2,Rare,US,,"500,000 CR",S2,910,6.8,9.8,6,5.1,9.9,4.3
Mosler MT900S,Mosler,2010,MT900S,Extreme Track Toys,3,Epic,US,,"320,000 CR",S2,919,8.2,9.8,7.4,8.1,8.4,4.7
Napier Railton,Napier,1933,Napier-Railton,Vintage Racers,4,Legendary,GB,,"1,500,000 CR",B,603,6.5,4.1,3.7,3.6,3.1,4.4
NIO EP9,NIO,2016,EP9,Hypercars,4,Legendary,CN,,"1,500,000 CR",S2,998,7,10,5.8,6.3,10,4.9
Fairlady Z '69,Nissan,1969,Fairlady Z 432,Classic Sports Cars,3,Epic,JP,,"150,000 CR",D,482,4.4,4.7,3.6,2.4,2.7,5.2
Nissan GT-R '71,Nissan,1971,Skyline 2000GT-R,Classic Sports Cars,2,Rare,JP,,"60,000 CR",D,493,4.7,4.4,3.6,2.5,2.6,5
Nissan GT-R '73,Nissan,1973,Skyline H/T 2000GT-R,Classic Sports Cars,3,Epic,JP,,"170,000 CR",C,518,4.7,4.5,3.4,2.2,3,5.8
Nissan Safari,Nissan,1985,Safari Turbo,Pickups & 4x4s,1,Common,JP,,"250,000 CR",D,230,3.3,3.2,2,3.2,2.2,8.1
Nissan GTS-R '87,Nissan,1987,Skyline GTS-R (HR31),Retro Sports Cars,1,Common,JP,,"100,000 CR",C,543,5.7,4.7,4,2.5,2.7,4.9
Nissan Pulsar,Nissan,1990,Pulsar GTI-R,Retro Rally,2,Rare,JP,,"20,000 CR",C,594,5.4,4.8,5.5,3.4,2.9,5.1
Silvia '92,Nissan,1992,Silvia CLUB K's,Retro Sports Cars,1,Common,JP,,"25,000 CR",C,537,5.5,4.7,3.8,3.5,2.7,4.8
Nissan GT-R '93,Nissan,1993,Skyline GT-R V-Spec,Retro Sports Cars,2,Rare,JP,,"85,000 CR",B,626,5.8,5.7,4.5,2.7,3.6,5.3
Nissan 240SX,Nissan,1993,240SX SE,Retro Sports Cars,1,Common,JP,,"25,000 CR",D,445,5.1,4.6,3.3,2.5,2.5,5.3
Fairlady Z '94,Nissan,1994,Fairlady Z Version S Twin Turbo,Retro Sports Cars,1,Common,JP,,"20,000 CR",B,607,6,5.2,4.3,2.7,3.2,4.9
Silvia '94,Nissan,1994,Silvia K's,Retro Sports Cars,1,Common,JP,,"25,000 CR",B,617,5.8,5.3,4.4,2.7,3.4,5.2
Nissan GT-R '95,Nissan,1995,Nismo GT-R LM,Retro Sports Cars,4,Legendary,JP,,"1,100,000 CR",B,658,5.9,6.6,4.5,3,4,4
Nissan GT-R '97,Nissan,1997,Skyline GT-R V-Spec,Retro Sports Cars,2,Rare,JP,,"37,000 CR",B,635,6.1,5.7,4.8,2.5,3.7,5.4
Nissan R390,Nissan,1998,R390 (GT1),Retro Supercars,4,Legendary,JP,,"1,250,000 CR",S1,859,7.1,7.8,6.3,2.5,7.1,3.5
Silvia '98,Nissan,1998,Silvia K's AERO,Retro Sports Cars,1,Common,JP,,"25,000 CR",B,609,5.7,5.2,4.4,2.5,3.4,5.3
Silvia '00,Nissan,2000,Silvia Spec-R,Retro Sports Cars,1,Common,JP,,"35,000 CR",B,632,5.9,5.4,4.6,2.6,3.7,5.4
Nissan GT-R '02,Nissan,2002,Skyline GT-R V-Spec II,Retro Sports Cars,2,Rare,JP,,"63,000 CR",B,657,6.1,5.6,4.9,2.6,3.6,5.4
Fairlady Z FE,Nissan,2003,Fairlady Z Forza Edition,Unlimited Offroad,5,Forza Edition,JP,,"500,000 CR",A,800,5,3,5.4,5.5,6.4,8.3
350Z Hi Car,Nissan,2003,Donut Media 350Z 'Hi Car',Track Toys,4,Legendary,JP,,"250,000 CR",A,792,6.6,6.5,5.8,5.6,5.7,4.7
Fairlady Z '03,Nissan,2003,Fairlady Z,Retro Sports Cars,1,Common,JP,,"35,000 CR",B,650,6.5,5.5,4.6,4,3.5,4.8
350Z Low Car,Nissan,2004,Donut Media 350Z 'Low Car',Track Toys,4,Legendary,JP,,"250,000 CR",A,733,6.1,6.1,5.6,3.7,4.8,5.3
#23 Nissan RR,Nissan,2004,Pickup #23 Rally Raid,Unlimited Offroad,3,Epic,JP,,"500,000 CR",C,577,4.4,5.5,3.1,4.5,4.8,9.9
Nissan Tsuru '10,Nissan,2010,Tsuru,Retro Saloons,4,Legendary,JP,,"250,000 CR",D,444,4.4,3.6,3.5,3.2,2.5,5.8
Nissan 370Z,Nissan,2010,370Z,Modern Sports Cars,1,Common,JP,,"40,000 CR",B,688,6.6,5.7,4.8,4.6,3.9,4.8
Nissan GT-R '12,Nissan,2012,GT-R Black Edition (R35),Modern Supercars,2,Rare,JP,,"105,000 CR",S1,810,7.6,6.7,8.5,8.1,5.3,5
Nissan TITAN,Nissan,2016,TITAN Warrior Concept,Pickups & 4x4s,1,Common,JP,,"50,000 CR",D,486,4.7,3.6,3.2,3.6,3.2,8.9
Nissan GT-R '17,Nissan,2017,GT-R (R35),Modern Supercars,2,Rare,JP,,"132,000 CR",S1,814,7.5,6.7,8.7,7.8,5.3,4.8
Nissan Sentra,Nissan,2018,Sentra NISMO,Super Saloons,2,Rare,JP,,"250,000 CR",C,591,4.9,5.3,4.3,4.4,3.9,5.1
Nissan 370Z '19,Nissan,2019,370Z Nismo,Modern Sports Cars,2,Rare,JP,,"50,000 CR",A,718,6.6,6.3,5.3,4.8,4.5,4.9
Nissan GTR '20,Nissan,2020,GT-R Nismo (R35),Track Toys,3,Epic,JP,,"250,000 CR",S1,846,7.5,7.5,9.2,7.4,7,4.6
Nissan Z '23,Nissan,2023,Z,Modern Sports Cars,2,Rare,JP,,"250,000 CR",A,736,7,6,5,5.2,4.5,5.1
Noble M400,Noble,2006,M400,Track Toys,2,Rare,GB,,"100,000 CR",S1,829,6.9,7.8,6.4,5.3,6.6,4.5
Noble M600,Noble,2010,M600,Modern Supercars,3,Epic,GB,,"450,000 CR",S1,877,8.5,8,7.4,7.8,6.4,4.6
Toronado '66,Oldsmobile,1966,Toronado,Classic Muscle,1,Common,US,,"35,000 CR",D,403,5.5,3.7,2.7,1.8,2,5.8
Opel Manta 400,Opel,1984,Manta 400,Rally Monsters,2,Rare,DE,,"100,000 CR",B,691,5.8,4.9,4.6,4.8,3.7,6.6
Pagani Zonda C,Pagani,2009,Zonda Cinque Roadster,Hypercars,4,Legendary,IT,,"2,100,000 CR",S1,896,7.4,8,6.5,6.9,8.9,4.5
Zonda Oreo,Pagani,2009,Zonda Cinque Roadster 'Oreo Edition',Hypercars,4,Legendary,IT,,"2,100,000 CR",S1,900,7.4,8,6.5,6.9,8.9,4.4
Pagani Zonda R,Pagani,2010,Zonda R,Extreme Track Toys,4,Legendary,IT,,"1,800,000 CR",S2,959,8,10,7.3,7.9,10,3.9
Pagani Huayra,Pagani,2012,Huayra,Hypercars,4,Legendary,IT,,"1,400,000 CR",S1,900,8.6,7.1,6.9,5.9,8.8,5.2
Pagani Huayra FE,Pagani,2016,Huayra BC Forza Edition,Extreme Track Toys,5,Forza Edition,IT,,"2,700,000 CR",S2,998,8.1,10,8,8.8,10,3.7
Pagani Huayra BC,Pagani,2016,Huayra BC,Hypercars,4,Legendary,IT,,"2,700,000 CR",S2,929,8.4,9.1,7,7.6,10,4.2
Huayra R '22,Pagani,2022,Huayra R,Extreme Track Toys,4,Legendary,IT,,"3,100,000 CR",S2,985,8.2,9.5,7.7,7,10,4.8
Peel P50,Peel,1962,P50,Cult Classics,4,Legendary,GB,,"250,000 CR",D,100,1.2,3,1,2.3,3.9,4.5
Peel Trident,Peel,1965,Trident,Cult Classics,2,Rare,GB,,"250,000 CR",D,100,1.3,3,1,2.5,2.6,5.5
Penhall Cholla,Penhall,2011,The Cholla,Unlimited Buggies,2,Rare,US,,"100,000 CR",B,655,4.1,3.7,5.7,4.8,4.3,10
Peugeot 205 T16,Peugeot,1984,205 Turbo 16,Retro Rally,4,Legendary,FR,,"200,000 CR",B,616,5,5,4.4,1.6,3.6,7.2
Peugeot 205 R,Peugeot,1991,205 Rallye,Retro Hot Hatch,2,Rare,FR,,"20,000 CR",D,462,4.3,4.4,2.9,3.8,2.5,4.9
Peugeot 207 S,Peugeot,2007,207 Super 2000,Rally Monsters,2,Rare,FR,,"150,000 CR",A,755,5.3,6.2,5.9,5.2,5.7,8
Plymouth Fury,Plymouth,1958,Fury,Rods & Customs,2,Rare,US,,"250,000 CR",D,477,5.2,3.6,3.2,2.8,2.1,5.8
Belvedere '64,Plymouth,1964,Belvedere,Classic Muscle,2,Rare,US,,"250,000 CR",C,529,5.8,3.5,3.6,3.5,2.3,5.9
Barracuda,Plymouth,1968,Barracuda Formula-S,Classic Muscle,2,Rare,US,,"250,000 CR",C,550,5.2,4.3,3.8,3.4,2.9,6.3
Plymouth Cuda,Plymouth,1971,Cuda 426 HEMI,Classic Muscle,3,Epic,US,,"160,000 CR",C,547,5.6,3.7,3.4,3.3,2.4,5.3
RZR 1000,Polaris,2015,RZR XP 1000 EPS,UTVs,1,Common,US,,"25,000 CR",C,501,3.4,3.5,3.8,3.8,4.4,9
RZR Racing,Polaris,2021,RZR Pro XP Factory Racing Limited,UTVs,2,Rare,US,,"75,000 CR",C,516,3.3,4.1,3.4,3.5,5.1,10
Polaris RZR Pro,Polaris,2021,RZR Pro XP Ultimate,UTVs,2,Rare,US,,"250,000 CR",C,593,3.2,3.6,4,4.2,4.8,8.9
Pontiac GTO '65,Pontiac,1965,GTO,Classic Muscle,1,Common,US,,"48,000 CR",D,484,4.7,3.2,3.1,2.9,2,5.4
Firebird '68,Pontiac,1968,Firebird,Classic Muscle,3,Epic,US,,"250,000 CR",C,533,5.1,3.5,3.3,3.2,2.5,5.1
Pontiac GTO '69,Pontiac,1969,GTO Judge,Classic Muscle,2,Rare,US,,"250,000 CR",C,545,4.9,3.5,3.4,3.3,2.4,5.3
Pontiac T/A '73,Pontiac,1973,Firebird Trans Am SD-455,Classic Muscle,1,Common,US,,"250,000 CR",C,551,5.5,3.5,3.4,3.3,2.4,4.7
